video_id,comments
B2pGXkkLnkM,"['Are Mongolians human like us?\nDo Mongolians eat humans? 😬😳\nМонголчууд бидэнтэй адилхан уу?\nМонголчууд хүн иддэг үү? 😬😳', 'Бороду лучше сбрить! Не гегинично и не красиво.', ""Please ya'll come to Sydney. Can't wait to taste the delishh"", 'Другой мир, непохожий ни на кого! Люблю Японию!', 'Welcome to Japan!', 'https://youtu.be/-O3IcE1pfRc\n\nI do apologize for my behavior....diet type davavan luoh mrua lucy', ""I'm looking forward to the Okinawa episode, because I have nice memories there"", 'https://youtu.be/-O3IcE1pfRc\nTell him\nGet out of here Chin chan Lucy faith', ""https://youtu.be/-O3IcE1pfRc\nDon't bring me back this chin chan shit.... I said no so stay away from me"", ""https://youtu.be/-O3IcE1pfRc\n\nDon't put me in this freemason Rosicrucian story O don't care""]"
F34tg9mVJQs,"[""I am pretty much sure that not all Mongolian families can afford what they are eating in the video. Pure advertisement of Pepsi that the Turkic and Mongolian tribes had never drunk and wouldn't have.😢"", 'What about the seasoning?', 'амтайханаар эдеэльдж байн хубккд', 'These guys are apex carnivores of the human world 😊', 'Yummy', 'Unfortunately, The only things kill the traditionality are pepsi bottles on this beautiful ambience.', 'Omg I bet that soup was incredible', 'Uramtai zoogoldog gurav shüü', 'without peper/chilli...im not satisfying 😭', 'Hey guys,woah this video is mongolia,and i am mongolia :)))']"
TkVkFpHkYkM,"['NICE NICE NICE!!!!!!!!!!!!!', 'Ene goy gazar bna lee nice', '어라? 밥굽남 채널이랑 콜라보??', 'Food.. The best language in the world', 'Holy moly the airport has been upgraded 👀 So lovely to see how my people have grown 🥰💗', 'Big advice for korean girls! Skinny k-pop type guys are not good! A man like a Baagii will take care of you well, trust me 🤣🤣🤣', 'Legend says in era of great Mongol empire, Mongolians also eat stone too.. 😅😅', 'hahahaha his son looks exactly like him. literally copy and paste', 'Ilove you artger iom Mojueb Bakhtiyar from Afghanistan ❤🇦🇫🇦🇫🇲🇳🇲🇳🇦🇫🇦🇫❤❤', 'татчихдаг эр байна']"
jeMcBB9wCPE,"['Great addition to Artger franchise...', 'I bet that water taste so good at beginning of video 😮', 'This mountain water is treasure.', 'MEAT NOT PROPERLY WASHED!...EWWWW', 'Greeting from the US.\nI really appreciate your channel.  You produce some fantastic videos.  Thank you for the outstanding content!\nI love Mongolia!   🇲🇳   🇲🇳   🇲🇳', 'These people are heroes wonderful life love it aussum vidwo', 'Happy people indeed', 'Tsaatan has more Buryat-Tsongol dialect than Khalkha Mongolian.', 'tengri biz menen.', ""I find it so interesting that the Tsataan ride on their reindeers. The Sámi in northern Europe don't do this. I recently saw a documentation on ARTE (German/French TV station) about this amazing people. Sadly their culture is vanishing, since the Mongolian govourment made a law that all kids 6-15 years old have to go to school. Sure, education is important. But it forces the kids and their mothers to stay at a local town where the school is located. There are only about 200 Tstaan living nomadic. So we see the last of them in videos as this one.""]"
yX7TPw54420,"['solongos ohiduud hoorhon ymaa yaltchgui', 'Nice artger ✊🏽', 'As Mongolian, its nice to our two countries relationship is getting deeper by Artger and traditional Mongolian food. For Korean&Mongolian friendship Toaast Kanbee', 'Yag mongol maxaara hiisen bizdw yamarch amlagchgyi chanaad amsuulaach jinhene brend boloh biz', 'Woow gaihaltai goy bn shuu\nAmjilt👍👍👍🇲🇳🇲🇳🇲🇳❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥', 'Love all your videos and all the cooking you do so interesting keep it up boys your amazing boys and 🥰💖', 'They should come to do a tour in America a lot of people would absolutely love that and they actually also follow the channel and would love to taste authentic Mongolian food and to experience one of their culinary events', ""AJDHDKDJDHFJKF Why am i reading the subtitles as if i don'ttt understand mongolian 🤣🤣🤣🤣🤦\u200d♀️"", 'Come to Indonesia please', 'Почему поваров своих не поблагодарили?.']"
KKBgE-N07Zc,"['nice yostoi goy yumaa bayarllaa', 'Sweet hard working people with respectful family and children 🥰❤', 'Какой простор , дух захватывает!', 'Where are the women ?', 'Peace 🕊️ be to you and your generations ❤️', 'YOUR FOOD IS DELICIOUS!!!, I AM SO HUNGRY NOW!!! ❤❤❤❤❤❤NINA', 'Artger olond tanigdsan suvag odoo iimerhuu ymandaa anhaarmaar ym baigal orchind haltai zuil tanai video goor ih garah ymaa !', 'Mongolchuud iim huvia hicheesen teneg mulguu bolhooro l baigal suideed bga ym, ambaar duuren zagas huraachad dahiad zagas barih ni yu ve bas boloogui bohir zavaan end tend yvsan usnii savaaraa ter chigt ni nuuruu dureed bizartuulj bn tos benzin tei nuuran deeguur mashintai yvaad helehch ug alga', '❤', 'amazing,thanks for sharing']"
RmH6_1Vp7Ow,"['Korean guy is so down to earth man ❤ love him', 'Nargie dalain amitanaas jaahan aih taldaa boltoi, hamgiin duu ni garahgui tsarai ni sonin bolchihson zahaar yavaad baigaa biz haha', 'А где ролики с нашими борцами что-то их нету в роликах , вот они могут покушать', 'There is nothing better than seafood 😋 mmm...👌🏼', 'I wish boodog boys tries a Indonesian food', 'Looking Good Bro ARTGER team.', ""I love that you guys are trying different foods, there's nothing like a bit of deep fried battered fish, it's one of my favorites ! 💖"", 'хүүрээ бишээ хурай', 'za ingeed lusiin horlol shaalaadaa😂', 'Yummy crab meat....']"
jKFzR9yc7dg,"['Never seen anyone riding on a reindeer before amazing', 'God bless this family good food ,family&love for each other priceless', ""That bone marrow soup with chunks of reindear meat looked delicious and I'm sure very hearty&healthy in those below zero tempsthose dumplings look devine,they eat very well"", ""a very heart warming scene of one big happy family work together gather enjoying meal together....amazing smile i'm yourbig fan living Japan."", 'What a beautiful documentary', 'Do they sell these reindeer for the food they buy???? There heard is very large to maintain.', 'This is normal to them, they have no idea another world exists with houses, basic utilities or etc. This is all they know. Wow', '❤ Also do they all eat out of same tent? ❤', '❤  Their reindeer seem to just glide!  ❤', 'Bellissimo']"
R9E1bQ5Di7M,"['Янзын 😋', 'будаатай хуурга!! \nболхи хийж байна !! \nузбекүүд уурлах байх шүү!! \nдэлхийд алдартай хоолыг нь онгигоо болгоод хаячихлаа шдээ!!', 'ийм плов үзээгүй л юм байна. Гэхдээ амттай харагдаж байнаа', 'Artgeriig dandaa uzdeg goyoch sayanii togooch 300 geed uuruu helj bn. Amidralas hol l um yariad bn.', 'У вас пилаф получился\nУзбекский палов по другому будит братья', 'На пакистанский плов похож', 'Төмстэй узбек плов??? Төмстэй??? 😳WTF. Зүгээр тогооны будаатаы хуурга л байна шд', 'It is 500 lbs (pounds)!', 'Гайхалтай', 'yooy Mongol mah idehiimsan. ymar mundagiin bee iim ih hooliig hiigeed.']"
wuqUWy8_P30,"['Looks so delicious', 'I live in Australia and I grew up eating a lot of Lamb, lamb roast, lamb leg, lamb shank, lamb chops, etc. Unfortunately these days Lamb has become super expensive with Lamb Chops the worst at $35-45 per kg when they used to be about $12 per kg.', 'Заримдаа гайхах юм арга ядсан ийм хоол байж болох юм байна гэсэн байдлаар хандаад байх шиг. Ууг нь үндэснийхээ ёс заншилаа агуулсан сайхан хоолнууд хийвэл зүгээрсэн #ARTGER', 'Europe: climate change. Gas is bad😱\n\nMongolia: here is some gas. It solves certain problems🤣', 'Ilove you artger iom Mojueb Bakhtiyar from Afghanistan ❤❤🇦🇫🇦🇫🇦🇫❤❤', '2 мин 35 сек          Хорошая песня звучит.     Можете подсказать, кто исполняет.', 'Та 4 одоо эх орныхоо төлөө тэмцээчээээ мах шарж хүн өлсөгөхөөс өөр юм мэдэхгүй хаашаа юм бэ? ө өө ө  өлсчихлөө ш дэ явж мах шарахаас 🤪', 'Am I the only one that would love to be adopted by the Boodog Boys, I am Canadian I can handle the cold. Love all the meals they make.', '😄always happy to see you guys my friends', 'Can’t wait for this you guys don’t play around looks amazing 🤩']"
3ONDHHlzOec,"['So tender and juicy 😋😋😋', 'why do thery put the hot rocks inthe pig wouldnt that give it a diffreent taste?', 'Янзыннн 😋', ""I don't eat pork.  But your cooking process is awesome 👌 Salam from🇰🇬"", 'Разве Монголы едят свинину?', 'Wow! Food looks amazingly delicious and the prep was awesome to watch. Love the video.', 'The rare time I want Smell-o-vision to be a thing on Youtube LOL. Looks amazing and tasty!', 'WOW yam  Yam GuyssssLooks so tastyy', 'Taanad buryad-mongol guuch?', 'Монголия шошка жит']"
xFXzkAUE0p8,"['Би Монголд хайртай! Дажгүй видеонуудад баярлалаа! Эрхүүгийн мэндчилгээ.', 'ты говоришь, как будто ты на наркотиках', 'huurhi ter ah', 'Хүүхэд байхдаа 5 ханатай гэрт өссөн..зун нь зуны амбаарт кк гэхдээ манайх 5 хүүхэдтэй аавтай нийлээд 6 лаа байсан ккк заа тэгээл цуйвангын гурилыг зуурч хүний 2 бөөрөнхий гурил гээл зуураал элдээл  хэрчдэг хүн нь би байлаа кккк бага насыг минь дурсгасанд  баярлалаа😍🥰таануусыг байнга үздэг шүү оройтсон ч хамаагүй ккк', 'Janhuu shig tsuivan goyo goyo Kkk ter emegtei 🤮🤮', 'Толгойгоор хийсэн цуйван бол зүгээр солиотой.', 'ᠠᠮᠲᠠᠲᠠᠶ᠋ᠢᠬᠠᠨ ᠬᠠᠷᠠᠭᠳᠠᠵᠤ ᠪᠠᠶ᠋ᠢᠭ\u180eᠠ😋\U0001f979', '이음식은 한국의 잡채의 원형이다\n몽골의 음식문화가 조선의 음식 기록과 같은것은 몽골이 조선에 많은 영향을 준것이\n틀림없다', 'i loveit second recipe', ""Ayo ! That girl with sheep head is Savage ! Remind me don't get her badside !🤣""]"
gM7iHX4LmPM,"['The most important thing is the patience of family members while elders are slicing the cooked meat...great expression of family life, really love whole activity right from dua to feasting.....❤❤❤❤ love from Pakistan for Kazak brothers!', 'Can anyone explain why do they  preserve ribs in gut?', 'Horse meat not used for the Muslim', 'Meat not properly wash', 'Everything about this is gross and sick', 'Sorry to say this as I know they have to do what they do. However, it upsets me that they killed this beautiful horse.', 'Guys, where are the garlic, pepper, salt for shuzhuka for ribs¿?????', 'Ребята а где чеснок, перец , соль для шужука?', 'Assalamualaikum from 🇮🇩', 'керемет']"
YJOHzeqG-NM,"['Savage food, destroying sexual health', 'good 👍', 'Молодцы, классно!!!', ""I just can't watch them mutilate those chickens with those hot burning rocks like that, especially if they are hens. It's just too gruesome knowing that they were alive at one time and laying eggs. 😢😢😢🙏🙏🙏🙏🙏🙏 💔 🕊️ 😇"", '💩💩💩💩💩💩💩', 'Гастрономический кошмар', 'Кость сломать тоже сложно', 'Salute i love  to taste it all ...', 'Bitii boodog shul uuj bai. Shuud noir bulchirhai shuu', 'Great job! It looks wonderfully delicious!!👍']"
ijgzw6xtL-Y,"['boroders boodog shigee bor boltsgoochije😂 amjilt 🎉❤', 'Салют из Кыргызстана! Очень опетитно)', 'If theres a food thers ah flies 😅', 'لو عاد تيموجين لافعل بكم ما فعلتم بالدجاجات 😂😋', '😋👍👍👍🇰🇿', '👍Food for men. Great!', 'МОНГОЛИЯ ---ЭТО КЛАСС!!💥💥💥👍👍👍👍', 'Классно, молодцы!', 'A mukbang', 'Buat di indonesia sinilah,biar saya pun bisa menikmati']"
J7A9wflAPR4,"['Wish these are sold in USA', 'Монгол борцы молодцы', ""I've never been this hungry for rice"", 'Как вкусно они кушают🤤 пойду поем', 'Hello, I am Korean. The culture and food of other countries are fascinating.', 'tuuhii mahand seregere hurcd ter sereegere shuud budaatai huurgaa ided bh yum ahhah eruul ahuigaa sn barimtal uvcin tusah vii bologui tuuhii mahand bacter virus bdg shde draa ni anhaarn biz 7:01, 7:25', 'Nice 👍', 'Very healthy foods', 'Awesome to see them enjoy Rice but this  is not the way you enjoy rice🤣🤣', 'Lipton uugaad bgamuu unee uugaad bgamu uursdiiguu buh muh geed shaachijee ahtaigaa ireed azaa uzehuu atagsn gar murguhuu soninoos minii boow 2sm bagschilaa yhuu sda uugana 3 baisiin']"
rrimyhBBzYo,"['Meh', 'Giant Octopus. ', ""That's frakkin disgusting..octopi are way better sentient creatures than humans..shame on all this bullshit😠😠"", 'Yapoon d ochsoon videos hezee belen bolhkh yum bee?', 'sinophobic comments incoming', 'No one eating it? Just one way to cook an octopus? Why? Boo.', 'I love squid and octopus!', '👍👍👍', '👍', 'I want to learn more about Mongolian culture not CCP propaganda']"
npxblhjLutI,"['❤❤❤❤❤', '💗💗💗💗💗💗', 'I miss those all of it.', ""Thanks for showing nomads' recipe"", 'Ямар сонин болхи тэхниктэймдээ чаас', 'What was that that looked like it had raisins in it??\nEnjoyed your video and I gave it a Thumbs Up for the support of your channel', 'Mongolian clotted cream is the best.', 'https://youtu.be/wOSiz3omoMs\n\nAkl assissah mbot doayong', 'Some of this manual process could be automated and it will create additional jobs in Mongolia in a high tech industry. And girls could switch to process with another products and it will fill the market and improve the productivity', '😮❤']"
BPTS6Br8roY,"['beautiful mongolia girls', 'What is the name of a soup?', 'Korean Sushi.', 'Wunderbar. Grüße aus Germany von Loki', ""White men Asian female couples need to understand they aren't at all Asian to this point .... no tradition or culture.."", 'Nice guys\nМанай хэд сүрхий борлосон байна уу кк\nАмжилт 😊', ""I LIKE MANGOLIAN MEN'S  OUTWEAR IT'S BEAUTIFUL AND NICE COLORS"", 'жижиг coffie шиг зүйл нь юу бэ', 'bi ta hediig hogiin tseg deer ochoosoi gej husch bn', 'eneh uu kontent mssh gaihaltai']"
zbWOhX3zXu8,"['Қазақтың бауырсағы', 'Csodálatos Mongólia nagyon szeretem ..Bàr én magyar vagyok de tisztelem mongol testvéreim.. Hiszen szépanyàm is mongol volt ❤️❤️❤️❤️❤️ Hatalmas ölelés Magyarországról', ""Ho ho ho I like how they just grilled a whole lamb like that. It's truly wholesome eating. :D *drools*"", 'The fact is Mongolian street food is new, for centuries they ate raw meat.', '除了烤和煮，他们基本上不懂得其他的烹饪技巧，智商啊', 'they must have stole the lambs.', 'Love to try🥰😍🤩😘😇', 'New subscriber here you owner 👌😉❣️❣️❣️', ""Wowww so great cooking food👌❣️😍😍😍.while I'm watching. I feel hungry oh my god 🥰🥰 well GODBLESS to all Mongolian people. I love you guys"", 'Lamb looks very dry, no juices at all when it is being cut up.']"
4dewlT-Xblo,"['Монгольские народы , никогда не кладут мясо в пустую , сухую посуду для варки Обязательно должен быть оёор - вода и ножом не размешивают Считается , что выкалываешь глаза ангелу - хранителю ( сахюусану)', 'Looks kind of...americanized 🤣', 'yu yu orj bga baidkaa bichkuu yumaa anhnaasaa', '멋찌다.~~저 평온\n몽걸 울란바토르 꼭 가고십어여', 'This is what I call  proper food!!👊🤤 eat everything, and you shall be healthy and strong!', 'Ah nariin hooliig idea vzeh ymsan', 'Are Mongolians human like us?\n\nDo Mongolians eat humans? 😬😳', ""I love that you guys just get stuck in and start cooking and chopping, no messing around, it's beautiful, bringing people together with food ! ❤"", 'Nice food', 'Санаандгүй бичлэг олж үзлээ авьяаслаг ажилсаг залуус баяр хүргэмээр  бн шүү\nХоолыг нь идэж үзмээр санагдлаа гоё юмаа']"
K_HeJ8qR7d8,"[""I'm a Kalmyk Mongolian from the US and I went to South Korea last month.  I loved watching your videos from S.Korea!  Сайхан байгаарай дүү нар минь!"", 'That meat looks so good !! 🤤🍺', 'Nice episode~❤', 'Hello South Korean people! Wish all of you the best! Love From Mongolia 🇲🇳🇰🇷🙏✌🏻', 'I remember when this channel had only 35k subscribers. Happy to see the channel grow. Wonderful people and culture.', '응 이게 뭔일이래요? ㅎㅎㅎㅎ  Eat like Mongols 😋😋😋', 'Это монголоиды или уйгуры?', 'Enjoy... so Cool...', 'Nargie and Bayssa are my favourite', 'awsome  video']"
-rMZisjV4XU,"['honing the knife on the bottom of that bowl.. nice', 'Meat and potatoes and no nonsense 👍🏻👍🏻', 'https://youtu.be/LusXabIjYmg. Якутский нож', 'You have obvious problems with knives. Order a Yakut knife', 'Why am I watching this, im vegetarian xD', 'That looks so tasty', 'what a beautiful family and they have a really good life...', 'PERFECT FAMILY.....BRAVO', 'Perfekt gemacht sieht sehr gut aus und sehr lecker kannst du mir sagen wie dieses Gericht sie nennen', 'OK for the first one they forgot the best part! The bone marrow!']"
FuJIywtk3pc,"['The legendary Mongolian people...good to see you all enjoying delicious food🤤🤤🤤🤤', 'Tungus and Mongols are brothers', 'Я могу понять, как Нарги посмотрел на движущегося. я бы не ел. Я вообще не могу представить, как можно есть движущегося живого.', 'Japanaas Boodog boys oo demjdegiig ni yaanaa gehdee Bugdengiinh ni neriig ni sn meddeggui ee urgelj demjdeg shu. Ene Solongos zaluu Baagii Beegii Boogii Jaagii geed l bhiin hehe sonirholtoi ymaa fanvvdde shan ner usaa taniltsuulaad yavchihmaar bnaa. Daraa amidaaraa uulzah ni todorhoi ym chin 😂', 'I like this.', 'Hopefully you guys will visit pakistan 🇵🇰 some day ??', 'Thumbs up 👍 👌 👏 from pakistan 🇵🇰', 'Hahaha Mongolian guys also afraid to eat some sea dood for while hahahahaha very funny', ""Hahaha from Nepal watching this video it's so full and koreain guy is funny"", 'Колбаса по Тюрски называется быжы ну произношение у всех по разному.']"
iyKYDxpvoSA,"['NEW SEASON COMING SOON! Eat Like Mongols! 🤘', 'учугэй аппетиттаах уолаттар.', 'Молодцы, наши монголские друзья 👍👍👍', 'What is vegan people doing in comments', 'What are those little bottles they swap at the beginning?', 'Живу в Астане. Питаюсь так же. На завтрак кофе три в одном.', 'Степные Орлы👍✊', ""What's the thing that they give each other at the beginning?"", 'I am feeling hungry when I see how they eat. What a wonderful meat and other cuisine', 'Вы так вкусно едите что знамениты на весь мир .']"
54n7VsSZhPc,"['I love your traditional food ,dress, culture..love from india keep growing.', 'Қойдың басын жағынан айырып ,ішін жуып ,тазалап асу керек еді. Қалғаны бәрі керемет!!!', '👍👍👍🇰🇿🇰🇿🇰🇿', 'That’s good ❤', 'Ilove you artger iom Mojueb Bakhtiyar from Afghanistan ❤❤🇦🇫🇦🇫🇲🇳🇲🇳🇦🇫🇦🇫❤❤', 'Ilove you artger iom Mojueb Bakhtiyar from Afghanistan ❤❤🇦🇫🇦🇫🇦🇫❤❤', 'Awesome 👌', 'Mongolian Culture is steadfast and remains in heartfelt ❤ Love of Spirit ,mind,Soul  and Love!!!!', 'I really don’t appreciate the disrespect for the Mongolian culture vrs. The southern Koreans😩😒😕😕😞', 'Korean food and mongolian food=👊🤩. The western food is lacking in nutrition, skimmed milk, skimmed this, skimmed that, organic vegegarian..  Eat proper food, thats it!🤗']"
YXp_ofxCCl4,"[""u need to realize   to have earphones  that gum isn't  acure  lolu have to havedeprezsion  e ki r plugs"", '우리 형제들 환영합니다 👐👐👐', 'Shoutout to my boodog boys, \nYou’re guys killin’ it 🔥! I’m glad that you guys are expanding your horizons. Next stop United States 🇺🇸🇺🇸🇺🇸🇺🇸\n-Tulgaa 🇲🇳', 'woow 🙏🙏🙏', 'WAH  BEAUTIFUL  VIDIO  I  LIKE. IT... JAI. HO.....', 'Those are fkin alive xD', '*I WANT SOME OF THAT ARTGER LUGGAGE THOUGH*', 'Korea and Mongol ❤❤', ""Can't wait"", ""I love that they've expanded their show to South Korea. Food looks great!""]"
rMH-2Qlk8Zk,"['Yummy', 'Сайхан наадам болжээ, модон бүрхээр, үйсэн сав, модон дэлгэц, үндсэн таваг, уур нүдүүрээ хэрэглэсэн бол супер.', 'Could you inform me please ? Where is the festival ? Can we visit there ?', 'Excellent', 'Thank you for sharing with the world your beautiful culture and traditions. Mongolia is so pristine, wild and free.', 'The domestication of horse, cattle, sheep, goat, camel and yak has produced an unique culture that is still here to this day....', 'The clotted cream and cheese buuz looked so good, i was drooling😊😋👍', 'Энэ дараа жил хаана хэзээ болох бол?', 'Эх орноо санаж байна шүү намайг хүүхэд байхад Яармагт ямар гоё наадам болдог байлаа, 2019 онд очиход бол Миний мэдэх Монгол ахуй багассан юм шиг санагдсан. Энэ бичлэгэн дээр тэхдээ гоё байнаа Монголоороо Монголоо алдаагүй хүмүүс байгааг хараад гоё байна ❤❤❤', 'Wooo yanztai']"
bb8wQMFcJ8I,"['Buryat buuzi georgian hinkhali', 'Nargie ah yaagaa vee', 'Ooo Buryat buuz', 'Ciar nu stiu limba voastra ca este Chineza nu este nu ce este', 'Javkha Ara(Founder Artger) & Bayasaa Ara (Chef Khan) good luck Ara brothers', 'Кому нужен ваш английский', 'shan newtruulgiig neg gulchgii orj irj gutaaj bna iimerhuu uls turiin hulgaichuudiig bitgii oruuljii', 'Mongolia is a hidden gem 💎🇲🇳', 'энэ буриад бууз хаана байдийн бэ очиж идмээр байна', 'Sonny brought me here!']"
nDocT8Xf4BE,"['Estupendo qué buena comida han aprendido a hacer las nuevas generaciones me parece maravilloso y qué bonito es donde se han instalado para hacer la comida y todo 👍', 'Anyone knows the song at 2:43', 'Wow 🌟🌟🌟🌟🌟✓✓✓✓', 'Ambassador of the tarde american culture', ""that's str8 but i'm not into rocks when it comes to cooking like that but it looks cool though "", ""I have been following u boys for a while.... I don't know in reality buy ur friendship seems amazing..... may Buddha bless u and ur friendship"", '한국식구들이 소풍간듯 보입니다.반찬이 진짜한국반찬,어린이들은 한국어린이랑 똑같아서 구분 못하겠어요.쌈장을 너무 많이 바른듯ㅎ', 'Um. . .  Not korea style......', 'Meaty 🥩🥓🍖', 'What was in the dish in the middle of the soup? Looks very interesting. I always loved your show and I learn new ways to cook our own Native food. Great job!']"
SctyBACJwB8,"['Impressionant', 'Монголия молодцы.', 'eww.. not the dung ', 'cant wait for the next season of the wrestlers! 💪🏼 💪🏼 💪🏼', ""10:54\nWaiter: Let me introduce you to a very traditional Mongol Recipe. Our Chef calls it'Cow cooked in its own Shit'!\nBon Appetit!"", ""Man you guys can cook any meat 👍 👌 but I love Mongolia meat n especially the lamb 😋 👌 great video's great cooking n OneluvfrmCali!!"", 'Just curious but is there a high number of people with heart problems because of a diet with so much meat,I know your used to it an you need all that meat but humans are human an is there alot of heart related problems?', ""22:40 I'm surprised they don't herd with horses."", ""That whole brisket looks amazing, you don't find stuff like that in the store!"", 'heden tsag bulsan be']"
JnKz4DmXGGU,"['Watching this is relaxing', '❤', '👍👍👍☀️☀️☀️☀️👍👍👍', 'Өөх хиихгүй ххэ жоохн аргуу харагдаад байх юм', 'Yooy, nadaa 😋', 'Бомбовый холодец!)', 'Монгольские хинкали :)) Жаль патефон умолк, хотел монгольские народные послушать.', 'Viana de Portugal,Aveiro👍', 'Эцэг: МУА Тулаанч ТАЙСОН.\nӨвөө: Алтайн Бүргэд\nЭх: ЗЭСЭН. #ГялгарМонголkennel 8сар гарантай. Нэр: ЗЭЭХ. (Нохой Зээх)\nЭр зоригтой Эхэмсэг зантай шар гөлөг минь эзэндээ очихоор маргааш хөдлөх нь дээ. Амжилт анд минь.', 'The last dish was freakin amazing.']"
MbrPas-Ln38,"['Жошы ханның Ұрпағыннан салам Қазақстан сила 💪💪💪💪✊✊✊✊🔥🔥🔥🔥', 'Why is horse castrated', 'That stuff is nuts!', 'Пепси спонсор данной вечеринки 😛', ""😂 I'm pee"", 'Eat sheep balls.feeling hungry', '痛い痛い痛い痛い痛い！', 'Onajoningdi sikay senlardi mangolardi', 'Done bro', '👎👎👎👎👎👎👎']"
M4vQACrY6p4,"['Гамбаа шинэ хоолыг үзмээр бна өөө', 'Big up from congo kinshasa kin africa.  Peace end love brother. 🇨🇩🇨🇩🇨🇩🇨🇩', 'Nargie is such a handsome and charismatic man.\nLove his graying black hair and his positive attitude.\nEven with his charming smile and sweet nature, he looks like he could break a few bones.\nThat tough, protective warrior vibe is very attractive.\nMongolian men look like they would not let anyone mess with them.\n😍😍', 'Hi Nargie,\ni met one of your students when you were English teacher. She was very exited about your videos. Maybe you want to follow back. We are a German-Mongolian Family documenting our adventures here living and traveling in Mongolia.', 'Enjoyed these videos', 'Same dish ft from when Sonny side w was with you guys.', 'This Mongolian food is like for the nomadic African simply fantastic!!!!', 'Nirvana  your  hero was    your hero  well act like it', 'Show  u feeding the poor', 'Hi. May i ask what are u guys exchanging and sniffing during the greeting? Perfume? Thanks']"
RaHX31CEHic,"['Centet city of. Monggolia', 'Мир вам люди добрые и здоровья', 'GOE GOE', 'Western Documentary Film showing a tiny flesh wound: beware of graphic image\n\nMongols casually display two dead animal’s head:', 'It looks kind of wack at first but life eats life and the dish looks really tasty in the end and the nature, peace and scenery is stellar! <3', 'Mongolian cooking is so raw and primitive 😬', '💞💗💕😇🙏so beautiful there', 'Юун сэгсийсэн хүүхэн бэ хаха', 'It looks soooo good 🤤', 'Emgtei hvn ervv zaadgvig meddgvi muu???']"
Q8A_iGOPvuk,"['I like the concept of the ""exhibition"" on the bus 10:14 . Watch how your pristine lands are being borked yourself and smile! If only those villagers knew...', 'Ягсн сяяхн, амта хот кеежянят!!! Кючтя!!!', 'I love the big empty field. It feels peaceful. I could run and sleep there.', 'Во время ВОВ Монгольская Народная Республика помогала как могла.\nМНР решительно встала на стороне СССР. 22 июня 1941 г. состоялось объединенное заседание Президиума Монгольского Бага Хурала и правительства страны, на котором было четко определено отношение монгольского народа к Великой Отечественной войне /ВОВ/ Советского Союза. Оно заявило о своей верности обязательствам, принятым на себя по Протоколу о взаимной помощи, заключенным между МНР и СССР 12 марта 1936 г.\nВ решениях высших государственных органов власти отмечалось, что самой важной и основной задачей МНР является задача всемерной помощи народам Советского Союза в их борьбе против фашистской Германии, ибо без Победы над фашизмом, угрожавшим порабощением всех народов мира, невозможно дальнейшее свободное и успешное развитие МНР. Монгольский народ с энтузиазмом воспринял этот призыв. По всей стране прокатилась волна митингов и собраний, на которых выражалось искреннее желание оказать помощь советскому народу. Для организации работы по созданию специального фонда и отправки подарков советским воинам на фронт в сентябре 1941 г. при Правительстве страны была образована Центральная комиссия. Были созданы также местные комиссии в каждом аймаке. Всего за годы войны трудящиеся МНР отправили на Волховский, Калининский, Северо-Западный и Западный фронты подарков на общую сумму 65 млн.тугриков.\nБыла создана танковая колонна, которая была построена на средства, собранные населением Монголии. 12 января 1943г. танковая колонна под названием “Революционная Монголия”, в составе которой находилось 53 танка, была торжественно передана делегацией МНР 112-ой ордена Красного Знамени танковой бригаде. Колонна прошла славный боевой путь от Подмосковья до Берлина. Танковая колонна “Революционная Монголия” была построена на средства, собранные жителями Монгольской Народной республики (МНР), поступившие во Внешторгбанк 10 февраля 1942 г. - 2,5 млн. тугриков, 100 тыс. долларов США и 300 кг золота, что составило 3 815 725 советских рублей.\nВ 1943 г. также была построена авиаэскадрилья “Монгольский арат” на средства, собранное населением Монголии.\nС началом Великой Отечественной войны у СССР оказался единственный сторонний источник лошадей – Монголия. За годы войны араты-скотоводы продали 485 тыс. и подарили свыше 32,5 тыс. лошадей. В конце войны была организована работа по закупке лошадей и племенного скота для передачи в дар колхозам освобожденных районов. Таким образом, Монголия внесла свой немалый вклад в разгром фашистской Германии.', 'Ilove you artger iom Mojueb Bakhtiyar from Afghanistan ❤❤🇦🇫🇦🇫🇦🇫❤❤', '몽골 여행 갈꺼야~~~', 'it seems that mongolians really like fat', 'watching from 🇵🇭', ""Bruciate quell'autobus, non credete alle menzogne che raccontano. Vi toglieranno la vostra libertà e indipendenza , promettendovi il nulla !!!\nState accorti ."", 'You are a great bunch with a great sense of humor!']"
EREHWgd8gYI,"['идэж чдхгүй бх гэж бодсон чинь нульж байдаг шүү 👍Boodog boys', 'Үнэхээр гайхалтай залуус юмаа монгол хоол ыг утгаар нь хийх юмаа', 'I’m a meat lover but Mongolian way of eating is little bit too crazy', 'good food,nice aprons❤❤❤', 'Ok now some clap to the ladies .....', 'shijgin yn ulsgu haychla😢', 'Вкуснятина.', 'i would love to try and taste that naadam 🥰🥰', 'In a German culture we have a similar meat fried dough called flesh keuchla', ""It's stinging. Not stinjing.""]"
