video_id,comments
IzCiwNXCKn0,"['Wow angry Boriz making food outside😂', 'Hmm... that was Adams christmas song... so strange when cooking mutton in a summer garden. But what a mutton! Nomnoms!😁', 'Meat... Biceps... Sunglasses... Smoke.', 'Ih hvleesen tegsen negl zohiomol hool hiichih shig bollooshvv kk', 'Baysaa is the 👌 best', 'what shisha is this? looks advanced!!!', ""There are loads of these stages videos depicting an idealized lifestyle,  nearly always nothing like the  reality.  Not saying everyone who doesn't live in a first world country is poor..... there are loads of similar YouTube videos showing an old granny in Uzbekistan for example making a first class Lasagne in some flowered meadow while baby baa lambs and colourfully dressed children create an even more perfect backdrop."", 'holyshit im try this whole thing. the real question is why can I not order the glasses? put me onnnnnnnn', 'Маяглах гээд ядчихсан гар вэ? Битүү чанаад бяслагтай хутгаад л идчих юм уу? Шивээс, тарган гүзээ, тамхи 3н алийг нь сурталчлаад байгааг ойлгосонгүй\nCringy AF!', 'Um.......Oh Holy Night? Nice choice. JESUS WOULD LOVE THIS MEAL. And some Shisha.....bet he likes apple or mint.']"
ukwuxU3ak4A,"['8:28 he just touched flaming hot stone  lol', 'Ядаргаатай иддэг писда вэ ххахахө', 'Сайхан байгальтай газар бндаа', 'Not bad.... BrotherS', 'Ух, сочная прожарка, да ещё шар тоста, обьеденье , даже сами куски мяса, сырые, выглядят смачно вкусно', '👌👍😋', '8:29deer ax xuu chuluugaa garaaraa bariad awlaa 😂😂 tulegdsen boloo?? Bur ulschluu top fan shuu', '12:45 Bayasaa tosoo archaad haychihvuudaa😂😂😂', 'Goe bolood bgn bishuu ynztai ah nar\nTer Huchugiin ah buur tsoglog yma♥', 'Love 🥰 i am from Kazakhstan']"
A0f6u-QyhBg,"['Монгол хүн үзэдэг юм уу', ""I love Mongolia because of Ghengis Khan, the great Tengrist and Buddhist ruler. I'm not a meat eater but will make an exception if I visit your great country."", ""I hope one day we will all be 'vegan'."", 'Гребанные китайцы👎👎👎👎👎😎', 'Горгаз?что монголы порусски понимают чтоли?', 'В оцинкованной посуде нельзя готовить.', 'congratz china.', 'И не интересно даже!\nНет бухла,нет бухих, взлохмаченных и визгливых баб, нет мордобоя - скукотищаааа!\nСюда бы чуток русского мира - вот то было бы веселье!!! А так...', 'Soo yummy', '🤢🤮']"
7HaYlInwxUQ,"[""I've always watch them cook on u tube. And did one of their receipe during the holidays.  Likewise it sure was delicious.. keep it up."", '👍', 'You guys do eat well! Fabulous dish! Thank you!', 'Everyone  at work say why are not married   why are singe i wait  your  like a brother  u care about your land .  My half brother  destroyed  it so perhaps  there is re carnation   he never watch u  bit some how i remember', 'I like his cooking skills and the way of this cooking tradition is amazing ..i will taste his dishes with pleasure', 'Something very satisfying watching this guy and his gorgeous dog shoving beautiful rustic food into their faces 😋', 'Пасуду по больше не нашол', '“Талийн Монгол” мах үнхээр сан мах юм бн , Singaporet jahaalj avch boldag bolvuu?', 'Nayisaaiin khan hooliig negch aldalgui uzhedeg, Singaporet suugaa nadshig mongol hun haraad shules goojoos uur heleh uggui goe mongol hool , bayarlalaa tand !', 'Greetings from Turkey 🇹🇷']"
HZc7BVX3G-o,"[""That's some nice looking cheese"", 'Brasil👍🏾👍🏻', 'This is so satisfying. The scooping, the pressing, the cutting.', 'hehehe beautiful', 'lovely', 'Hoorhon ohin bee 🧡', 'The moment of sincere smiles of the boy and his mother was the definition of happiness.', 'I try’d one of those taste like arag to me', 'asar heregtei, chuhal contentuud hiij bnaa. mash ih bayarlalaa', 'joohon davs hiigeed l chees uim bishuu']"
7XA9ocsS-iM,"['Ehend ywsan duunii ner yu ym bok', '狗不能吃洋蔥，餃子裡面有洋蔥', 'I watched 1 of your videos with a milk noodle soup w/ chives .we eat that in German culture as well all though the younger generation dint care for it.', 'Ene hediinhe hiisen hoolnos 1 idchd uhehiinsan buyntai zaluus shuu', 'English tea time xD', 'Вот нравится мне как монгол солит и перчит продукты. Берет и щепоткой сыплет. Как в детстве, в деревне солили мама и бабушка. Не то что современные девчушки. Понакупали этих крутилок. И крутят ею. А соли и перцу пшик. Терпения не хватает смотреть.', 'Натуральная еда богатырей!!!🤗', 'Dog""s human""s family. Dog:s Insane', 'may i ask what dogbreed your white little friend is ?', 'This looks so damn tasty']"
lMJAe-4q5LI,"['So lovely to see the children enjoy their meal.', 'These people have nice breed', 'Universal language of the world? Food.', 'Beautiful Family from Mongolia.', 'Im from the Philippines.. Watching from Uae Dubai', 'Masterpiece🌸🥰', 'I couldn’t help but find it morbidly funny when she was cutting up that beef while a cow is watching her in the background 😅', 'Клаааааас столько эмоций ❤️❤️🥰🔥🔥', 'Well done Mongolia Province, Kazakhstan!', 'Привет киргизи 👍👍👍👍👍👍👍очень вкусно']"
4ifxU0w-yxc,"[""It's sure looks  delicious and probably the smell of aroma . Your making me hungry"", 'Монгол молодец', '👍', 'Beautiful....', 'Mouth watering, sir', 'Вкуснятину резать каким-то магазинским ширпотребным ножом !?... Не потребно!!!!', 'Some fresh mint would have been nice with those ground green herbs in the sauce.', 'bayasaa ah ch goy idhiimaa :)', 'Чингиз Хан б ахуел как современные его потомки жрут много и нихуя не завоевывали после его смерти', 'Я монголов уважаю уже за то, что они собак кормят наравне с собой ,так ведёт себя настоящий человек!']"
NUBjaJkNulM,"['Steakniii max iiin xaanaaas awj bolxuuu xaana zarj bgaa yum bol', 'What’s not to like', 'No wonder the pastures produce world class meat.', 'is anyone else bothered with the leftover beef??', '沒中文好可惜', 'Lastof them', 'I only feel that way with Chinese  or native  American', 'Love beyond', 'Kindness', 'One that protected   had a garden']"
WiHilJuWSUo,"['ас болсын', 'Greetings from Chechnya and Ingushetiya, free Mongolian people!\n👏', ""That looks good, but you didn't add any seasoning except salt.."", 'Badass!!!!!', 'сарычева туда надо, найдет себе достойных соперников)', 'Wah...great', 'ASMR🤤', 'Монголии?', 'Сайхан хооллороой 👍👍👍', 'Едят они вкусно и правильно никто большого куска не забирает а если так попало то делятся я все их видео смотрю жду новые']"
xHnEJy-jeGE,"[""Mongolians sure know how to eat. That's some good food"", 'Wooh, looks too damn yummmyyy😋', 'I’m getting hungry Bro😅', 'Yamar goe romantic ve , 🥰🥰🥰🥰🥰', 'Strawberry oil? That sounds tasty! 😋', 'Монголы разве едят свинину. Удивили', 'Молодец. Обожаю твою работу на костре. Классно снято', 'Miss the food Mongolia', '*desperately trying to take a sniff from my phone screen*', 'You really do love your companion 🐕 ❤️❤️❤️']"
gXDN2jprJIw,"['БАЛИАР ОЛОН АМТЛАГЧ ХИЙДЭГ ПИЗДАА ВЭЭ', 'I swear I would finish the whole thing myself if you put those in front of me.', 'Wow superb', 'Great as always Boldo aka Chef Rider', 'Favourite lamb and chicken', 'Good to see Mangolian version of Tandoori dish', 'music- Vektor Towalksi: and we walk after', 'Мал хэл хил гурав байхад хэн баян бэ ?', 'Damn! Mongolia is beautiful. I wish to have shorlog and milk vodka, on a green hill, with live throat singing😋', 'Стенки тандыра должны побелеть']"
IGp0YaGd4X8,"[""Wow I'll try your recipe.. \nSure looks delicious  😋"", 'Мундаг😍', 'Салаумалейку  батыр ты молодец', ""Fabulous food and surroundings as usual! Wondering how strong that milk vodka is... if it's anything close to grain vodka, then that is a biiiig drink you're having! 😁 🍸 Cheers, chef Baysaa!"", ""Khan's Kitchen is the best! Can't get enough of his videos!"", 'You have no idea how much I envy you for being able to live like this, at least in part. Enjoy it and thank you for the amazing videos.', '👍', 'Красавчик', 'The landscape is beautiful', 'Блин как этот мужик питается! Я бы тоже так хотел ! Он как будто на зависть так кушает.  😀👍']"
mqU8D8v2WJU,"['🥉🥉🥉🥉🔔🔔🔔👍🏻👍🏻👍🏻👍🏻👍🏻', '🤝🏻🤝🏻🤝🏻🤝🏻🤝🏻🤝🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻✅🙋🏻🙋🏻🙋🏻🙆🤗🤗🤗🤗🤗🤗', '🙋🏻🙋🏻🙋🏻🙋🏻🙋🏻', '🥺🥺🥺🔔🔊✅✅', 'Is this the newest video ?', 'Jangli chode', 'What are they doing', 'Я думал братья Монголии свинины не есть но ошибся!!значит воняет они то-же', 'Наад сахал үсээ жоохон багасгаач дээ.Наргилаа ккк', 'In Indonesia a skin Pork have a crunchy texture']"
GbcWjVuUN74,"[""I'm hungry"", 'Хорошо. Спасибо большое.', 'I want to eat this .how u make is it Wheat flour or All purpose flour.', 'Гэрээсээ хол 7 жил айраг  уугаагүй хүн хэр олон байна энд 😬😁🙏', ""Where do you get the meat at, I'm in United States looks good."", 'ЮУН БУРГЭР ПИЦЦА ХОЛ ХЭВТ', 'ПААА ЯАЯА ЁСТОЙ УТГААР НЬ БААВАРЛАЖ ХИЙЛЭЭДЭЭ СОЛИОТОЙ. ЧАКАЛАНДЫН БАЦААНУУД МОНГОЛ ХУУШУУР ХЭР ВЭ ГЭЭД ДУУ ГАРГАХГҮЙ АЗГҮЙ ТАХИАНУУД ХАХА', 'I would like to also say Mongolia in my eyes has the most beautiful landscape on earth truly must recommend you visit atleast once in your life', ""This take's me back to eating Khuushuur in Khentii it is one food that once you have one you cannot stop. I remember I ate 18 on Naadam celebration in 2016"", ""Man: doggie want khushur??\nDog: I am responsible, not nomadic. Don't you know today I'm fasting ??""]"
2csMRp-lbUw,"['Fantastic', 'Ene guravt tentsüühen huvaagaad ögchihöör ih taivan ideh ym. Dund ni tavchihuul ter jijhen bol nüd ni alaglaal barag jajilahgüi zalgin shüü.', 'Сайхан зэрэгцэж суугаад идэх юмсан😅', 'Yummy🇲🇳', 'А женщины не готовят такое?', 'Арай их чалчихиймаа', 'справа реально на олега монгола похож😁', 'что они нюхают перед едой?', 'In my country Bulgaria, we call this kind of dish ""mekici"", and we prepare it on the same way like you :-)', 'Would love to dress a Mongolian style outfit. Love Mongolian Culture & Wrestling. Asashoryu & Hakuho are the best']"
vrgGycbIIqE,"['Yummy😋💗💯', 'Красавчик', 'I wanna be his dog😂', 'dress look like bhutanes kira', 'Food for days.', 'Банхарчик крутой! 👍', 'Амта!!!', 'i like how he shared w the doggy 💕🥰', 'Your dog is so lovely. The food looks delicious, I wish I could try that I enjoyed watching thanks', 'One of my favourite chef keep going']"
t1_0oKHXWjo,"['Хүүхэдүүд их хөөрхөн', 'A great leader or human being serves the children first then the alders, women and last the men.', 'Today I learned that dogs eat pizza in Mongolia😹', 'Баиртэ!!!', '👍👍👍', 'Love the music, what do you call the song ?', 'Amazing', 'Мне нравятся ваши дети, хорошее воспитание.', 'artger ger teneg bhaa engej hool hiivebel mongol uls dampuuren medrel', 'ЭНЭ КОММЕНТ ДУНД ЗАРИМ МОНГОЛЧУУД ГЭЖ ДАНДАА ХАЧИН БАЛАЙ ЮМ БИЧСЭН. ЮМЫГ БАЙГААГААР НЬ ҮНЭЛЖ МЭДДЭГГҮЙ ОРК ЗАЯАТАЙ, ИЛҮҮ ДУТУУ ЮМ ХАРСАН, ХУЛГАЙЧ БОДОЛТОЙ,.СОЛОНГОСТ БООЛ ХИЙГЭЭД АРХИДААД ХЭВТЭЖ БАЙХДАА ТААРСАН СҮГНҮҮД БАЙХ ЮМ.']"
xeM-43xKjRo,"['Yummu💗😋\nI just add water.', 'This ""hogshin boov"" pastry reminds me of Bavarian kaiserschmarrn.', 'Very fascinating. Thank you for sharing', ""That's a Halmg (Oirat) tea. Nice! :)"", 'Forgive my ignorance, but what exactly is going on at 2:13? Are these gents exchanging snuff or is that coke?', ""I'm intrigued about the bottle exchange custom. What actually is it? Seems like a unique greeting"", 'I watched the process of milk tea preparation of mangolian people. It is unique tea. I thing no other country in the world drink tea with animal fat.', 'Бие муутай болон даралт ихтэй хүмүүст сүүтэй болон хийцтэй цай маш муу нөлөөтэй шүү хор гэсэн үг.', 'im very interested in this snuff tradition, pls tell us more about it!', 'манай эмээ Хэнтий аймаг Бөөнтэй цай гэдэг байсан янзтайлдаа']"
u2zyIVRvk8A,"['Love your cooking khan your awesome ❤', 'Үнэн кайфтай мах идмээр санагдтал хусах юмаа. нохойдоо томхон яс хаяаад өгчихгүйдээ гэсэн пост байх шиг байна шүү ордоны их тогоочоо', 'Бәрекелді, қазақтың сірнесі сияқты', 'Yummy food', ""Baysaa's food always looks amazing, but this looked EXTRA amazing!"", 'A great man once said ""Food is happiness""', 'Look so delicious my mouth is watering love to have once love from India Nagaland', 'I made this food at my house, enjoyed a lot. Greetings from Azerbaijan', 'Мне очень интересно, закидывают голову вверх и кладут в рот пищу, так можно подавиться,иногда смотрю ваши ролики, и просто удивляюсь, как так можно есть.', 'Янзтай.Цуг явж идэж амталж үзэмээр санагдтал авах юм аа']"
dFj7yhTaxg0,"['dog is cute😍', 'Naad hujaa shul chine taalagdahgui bna uul ni aimar goe shaaj baisiin', 'xaxa 5n bogds 5tsaas avaa shaasan uu', 'Love your videos 💋❤️💋❤️💋', 'Энэ банхар дагуулж явдаг нь гоё санагддын агаа нараа. Хоол бол шүлсээ залгихаас өөр юм бодож чадкунээ.', 'The dogs must be happy eating first class food Everytime he makes it', 'Одному то, не дохрина будет?', 'I love this country ❤️❤️❤️🤗🤗🤗', 'Moriniiho olmiig sultgaarai joohn orovdcihlo \nBclegnd cin durtaishu amjilt😊❤️', 'Hong Kong style Hot-pot🤡🤡🤡\nThe Prius is most popular car in Hong Kong🤡🤡🤡🤡\n\nХонконг маягийн халуун тогоо🤡🤡🤡\n Приус бол Хонконг дахь хамгийн алдартай машин юм']"
Th3xfPqpBcI,"['Hidup mongolia', 'Ямар сайхан газар вэ! Хаана юм бэ хөө?', 'wow!  Beautiful setting', 'Even the noodles have meat in them.  No wonder the Mongols conquered half the world!', 'Beautiful.', 'Record player is appreciated', 'Ingej nogoon urgamal oi haruuldag ni sain boljee. \nMongol gehleer l dandaa elsen tsul, hun amitan amidrahiin argagui gazar yum shigeer haruuldag', '❤️😋❤️😋', 'So interesting to see people cook outdoors. I’m so used to seeing cooking videos shot in a building or room of some kind.', 'It’s so peaceful.']"
Puf7ht0MQUM,"['😋', 'Looks amazing and delicious.', 'Sar only for you subscribe', 'Magical.', 'Beautiful people beautiful land beautiful food!!', 'must be great to eat such giant burger like that..\n😀', 'the kids eating this will grow up strong just like him lol', 'Монгольский Гамбургер😯👍👍👍', 'Никогда не понимал и не пойму наверное зачем такие огромные бургеры делать,это же издевательство,их есть неудобно', '3:51 what a cute dog! 🐶😍']"
-0IMXB4pNrY,"['So many weak minded frail bodied commentators here...they couldnt last a month there', 'Stop all this nonsense and make your children study engineering. \nMongolian needs lots of engineers', 'Хэдн сэвстэй гүзээтэй хоол нь ихэдсэн чадахгахрүй чалхгүй бөх нэртэй сугуудийгл хооллож чаддаг арчаагүй амьтан', 'Гадны боол Монголоороо яричиж чадахгүй арчаагүй новшийн тогооч хүүхэдүүд хоолож чадахгүй өчүүхэн сда', 'It looks delicious !', 'The dogs used to urinate and shtttt in tjw grass', 'I see no salt??', 'How about goats leg bbq?', ""It seems to me the skin isn't fully cooked."", 'Дикари']"
_kazLKXop4U,"['While watching BooDog videos...I am reminded of my Aunt and Uncle cooking their hog mog and the similarities of how my relatives went about cooking the insides of animals are the same as cooking Boodog and tripe-pilaf...like wow nice', '🇰🇿🇰🇿🇰🇿🇺🇸🇺🇸🇺🇸🇲🇳🇲🇳🇲🇳', 'nice\nthis is basically the Scottish dish called Haggis.  only Haggis uses Oatmeal instead of Rice, and a few different seasonings.', 'Этот повар похож на вокалиста группы TESTAMENT Чака Билли. Супер!!!', 'that is soo beautiful, chef Baysaa! and those raisins together with all the rest makes a world of difference! good and healthy vodka as well! how strong is it? i volunteer to sparr with your wrestler friends if I only get a good serving of that plov! 😁🤣', 'Jó vagy Bajusz! Isten áldjon téged és a családodat! ❤🇹🇯', 'such a clever and pragmatic cooking technique. rice inside must be unctuous and rich!!', 'I’m impressed that Chef Baysaa cleaned all those sheep stomachs! A lot of work went into this dish.', 'Маладес бират', 'This could also be a really good ASMR!! I just love how everything sounds.']"
FjDzIKoaIbk,"['Мэшэлахь. Очень опетитно но самое главное натуральное. Салам алеикум из АДАГЕЙ.', ""Where's the rest of the meat"", 'She only cooks organs', 'Mongolians Big Burgers 🍔 😋 😍 🙌 👌', 'She is damn fine', 'Greetings from Spain..', 'Wooow supeeer burgar', 'Every time I see a new recipe I feel as though I was meant to be born Mongolian. Just looks so good and the methods are incredible.', 'pretty❤❤❤❤❤', 'Que legal !!😁']"
dGHYj4joUo4,"['That doggo... ❤️ and yes, salt and pepper is enough for high quality meats!', 'Remarkable country... where you can get a record player sent to any shrubbery at all and make it play music with no electricity and without speakers connected 🤣! I could live there! Better stick to the food and doggo! Excellent stuff as usual!', '👍', 'Моңғол супер 👍', 'баясаа андтайгаа хоол хийж идэх өдөр ирэх болтугай', 'Похоже, монгольская кухня лежит и в основе кавказской, и в основе русской)).', 'На  дворе  уже  21  век,  пора  есть  ложками  и  вилками,  а  не  руками  и  палками.', 'unheer tasarhai', 'we eat this kind of soup so often 😅', 'ахын хоолыг яаж идэх юм бэ?😂']"
pQaFXUHOQI0,"['Yummy', ""As a Mongolian Chinese, I'm glad to see that our Mongolian folks admits the influence of other culture, not like some country nearby where their culture was almost completely inherited from China but try so hard to deny it. If you are Asian, you know what I am talking about😀"", 'Thanks for this video. I wanted to cook huutsai - it\'s been long that I made one. I will try my best to animate and follow the ""procedure"". Thanks again 🙂', 'Nargie bur nohoi gahai shig iddeg zavaan novsh shvv . Novsh min naad zavaan iddegee zasaach', 'Amazing. Love to Mongolia and Mongolians', 'дархан очиж идмээр санадлаааааа', 'ХУРДАН ТАНЬДАГ ХҮН АМЬТАН ҮХЭЭСЭЙ САЙХАН ХУЙЦАА ИДЭХ ЮМСАН', 'We have mantoo to respect from Tajikistan', 'my mouth is watering,ugh that looks yummy!', 'Tasarhai huitsaa bn ideh ymsandaa']"
C_FzVmGS6jc,"['Really love him not talking and just  enjoying himself!!! Love it', '😋💗💯', 'Amidraldaa harj bsan hamgiin lalariin goulash bndaa', 'tasarxai', 'i want that pressure cooker', 'Yummy', 'tasarhai', 'That was the mother of all pressure cookers that I have ever seen...😊', '...НОХОЙГОО ЯАСАН МУУХАЙ ДУУДДАГ ЮМ ВЭ!\nОГТОНО\nГАРГАЖ БАЙГАА ЮМ ШИГ.....МЗ', 'Перловка, с подливом требухой, наверно вкусно, надо пробовать']"
fGt9xWIdbRo,"['They are not BBQ sauces you should create your own for organic Mongolian meat. You need in my opinion, apple cider vinegar, Mongolian honey instead of sugar. As a basis.', 'I watched all of your videos and saw on the table there were 2 spices from our country Vietnam, Chin - Su chili sauce and Trung Thanh chili sauce.  How do you feel about those 2 spices?', 'Byasaa ah ugaasaa best2', 'manaid chini uwug deedseesee ulamjlaad irsen saihan sous bii shvv dee. DVRLEG-geed mun ch saihan daa', 'CHEF Khan ❤👍', 'Hậu duệ của THÀNH CÁT TƯ HÃN', 'The hu hu is rock😊\nLove from nepal🇳🇵', 'Its looking soo  delicious ..:P I always when looking your new films...I so hungry:P  All the best from Poland:P', 'za ystoi togsgold ni jinhne nairalj bn da', 'Мне интересно,  монголы русский язык знают?']"
ci6c-k245A0,"['idk how I know but i know if i bit into that shank i would start crying lmao', 'Your awesome cppk and very handsome I love your dog and puppy where did you learn to cook like this wow amazing❤️🥰', 'Would love to meet khan. And have one of his best food dish with them.', ',супер', 'This jus made me hungry 🤤 lovin it', ""insanely tasty and mouthwatering! again! and that gorgeous doggo! wise not to invite the wrestlers by the way, this dish wouldn't have been sufficient for more than 2 + doggo😁👍"", 'Я тоже люблю природу', 'Круто', 'БОМБА БомБа БомБа БомБа БомБа это моя самая любимая часть мяса обожаю 👍👍👍👍👍🔥🔥🔥🔥🔥🤠👍👍👍👍👍👍🤩🤩🤩🤩🤩🤩🤩🥰🥰🥰🥰🥰🥰🥰🥰МОНГОЛИЯ ЛАЙК ОГРОМНЫЙ 👍👍👍👍👍а как он его приготовил с Душой от всего Сердца желаю вам удачи 👍', 'https://youtu.be/3dzf20Zy8ek']"
En58uNzdiU0,"['Мир вам люди добрые', 'Эскадрилья «Монгольский арат» (монг. «Монгол ард» нисэх онгоцны эскадриль), по официальным документам 2-я истребительная авиационная эскадрилья «Монгольский арат» — именная истребительная эскадрилья ВВС СССР, сформированная в 1943 году на средства жителей Монгольской Народной Республики (МНР), участвовавшая в Великой Отечественной войне.\n￼\n22 июня 1941 Президиум ЦК МНРП, Совет Министров и Президиум Малого хурала МНР собрались на объединённое заседание, на котором заявили о поддержке СССР в Великой Отечественной войне. Помощь советским бойцам начали оказывать простые жители Монголии и рядовые солдаты Народной армии, прося об отправлении на фронт. Так, до начала контрнаступления под Москвой фронтовики получили огромный запас зимней одежды от МНР: по 15 тысяч полушубков, пар варежек и меховых жилетов на общую сумму более чем 1,8 млн тугриков. В январе 1942 года Малый хурал объявил об образовании танковой колонны «Революционная Монголия» и её передаче РККА. В том же году монголы отправили в феврале и ноябре ещё несколько поездов с продовольствием, зимней одеждой, а также несколько десятков тысяч коней для кавалерии.\n......', 'ЭРГҮҮ ПИЗДА ВЭ ГАЛРУУГАА БӨӨН БУДАГТАЙ МОД ХИЙГЭЭД ШААЧЛААШД НЭЛ ХИМИЙН ХОРШДЭЭ ЖИНХЭНЭ ЭРГҮҮ ПИЗДА БАЙНА ДАА ЛАЛАР', 'ЯМАР ӨЛӨН ЦАРАЙТАЙ ПИЗДА ВЭ ХАХХА', 'аархуу цуван бээ', '😐', 'Янзын2', 'Al gozooson hutsva gedeg chin l ene bn da 😛 yanziin 2', 'идмээр бнааааааааааааа', 'үнэхээр гоё харагдаж бна шүү']"
Nc0hoEo0hSs,"['As soon as I’d put this in my mouth, I couldn’t wait to shit it out!!!!', 'ЮУН ЭНЭ ДЭЛГҮҮРИЙН ПИЗДАА ХИАМ ЦААШАА', 'How does an intestine digest an intestine...', 'Кровь с печенью.у нас Эрэльж', 'Khan make his own fresh blood sausages ♪(´ε｀ )', 'САНБАЈ НО', 'Wow looks so delicious ... In our language we call it ""gema "" and it\'s really apetizing ..\nGreetings from India 😍🙏', 'Gaihaltai', 'In Kyrgyzstan one can have almost same food', 'How many minutes to cook in vapour 🙏']"
253sJI-reHc,"['👍🏻👏🏻👏🏻👏🏻🤝🏻🤝🏻🎖️🍴🍴🔪🥄🤗🤗📽️🤓🔥🔥🔥💥💥💥💥💥🏅🏅🏅💥💥💥💥💥🎇🎇', 'Ин юучэлэн гээчэв даа?', 'Why put shit (dung) in the fire?', 'Этот метод для кочевников. Казахи тоже так готовили, когда кочевали в степях', 'woaaaa so juicy😍😍 so delicious👌👌🍗', 'Demjdeg shuu ahnara', '👍👍👍', 'vERY aRTIST!', 'That meat looks like rubber from the way you chew .... moreover, clean properly that piece of meat before cooking it....excess fat shall be trimmed.', 'best bbq ever']"
v7_ecH3yyHA,"['Qué Necesidad de Meter Bocados TAN GRANDES EN LA BOCA ???? La Comida está para DISFRUTARLA ...Y NO PARA ATRAGANTAAAARRRSE  !!!!', 'СОЁЛЫН ЯАМНЫ ПИЗДА НАР ИЙМ КОНТЭНТ ХИЙХ МӨНГӨ Ч БАЙХГҮЙ СЭТГЭЛ Ч БАЙХГҮЙ БИЕ БИЕНЭЭ ШАГНАЖ АРХИДСАН ХЭДЭН ЭРГҮҮ ПИЗДА НАР', 'ЗҮГЭЭР Л ГАЗАН ПЭЛЭЭТЭГ ХАЙРУУЛЫН ТАВГАН ДЭЭР 10 МИНУТ ШАРЧААЧДЭЭ ЗОВЛОНТОЙН😅', 'It was great with the liver and onion bbq, it got really mouthwatering with the fat wrapped spears, and then... you basically blew my mind and my digestion to never before sensed heights with the garlic bread addon!!! I do not know how I will possibly go to sleep after watching this! 💖', 'I love this Channels. Eating and enjoying the beauty of Nature. No live cooking tv shows or that sort of stuffs. Complete peace of mind. Love it !', 'Do you also have travel tours? I would very much like to visit Mongolia after watching your channel', 'Хакыкий азиялык. Аукатларды жаксы писиреди😎', 'А почему один?где женщина?', 'Красапчик', '👍👍👍']"
pMM8DFgWFyE,"['😍', 'Мне нравится все.', 'В холоде такая еда самый то', 'Milk tea with ghee and dried meat plus dumpling. It may seem a very weird meal for most westerners but this is the best meal to recover your energy.', '😋😋😋', 'Приезжайте в Россию! Мы ВАС ждем с вашими вкусными блюдами!', 'Монгол банштай цай бол тасархай хоолнуудын нэг яах аргаггуй мон болно. В. И. Ленин. Карл Маркс. Фридрих Энгельс.', 'man this made me crave for vegetables', 'Yummmmmmmmmyyyyyyyyy 🤤🤤🤤', 'Wow I have to try this. Looks amazing.']"
Vfva2_7pZd8,"['0:55 This was a great moment ♫', 'This country is our origin im a changezi', 'I wonder how long he cooked the leg of lamb for.', 'The record player in the wild so nice.', 'this would go crazy on a rotisserie', 'nicenice video edit 👍', 'Another mouthwatering video @ 00:40am... dang that looks good! Interesting bbq/smoke technique! Huge respect, chef Baysaa!', 'Вот это да,барашек вкусный', ""I can't stop watching this it's salivating LOl🤤"", 'В оцинковке вредно готовить еду']"
WAR12krN2bU,"['Wait……….  DUNG???', 'Every vegetarians nightmare 😂😂😂', 'Oh Coke is the sponsor, Let’s just hope it doesn’t become like some parts of Mexico where they drink way too many coke and causes health problems.', 'AeTHb Mehko xanpab', 'English man makes barbecue- "" ok I need a disposable bbq,  some fire lighters, a brush for the meat, and 300 other items ""\n\nMongolian man makes barbecue- "" give me rocks and wire"" \noh I forgot the dung too', 'oiroltssogor heden minut orchim gald hiij sharah ve', 'Mongolians sure know how to eat', ""I... eh... was that water you poured into the bbq? I missed the Shigudero... couldn't one substitute the water with milk vodka? 😁😁😁 otherwise  epic! just the right amount of bbq for 2 chefs and a photographer! 😋 Damn, now I'm drewling again... I must stop watching these vids in bed..."", 'Roadkill cooked on flaming poop', 'Faceți traducerea și în limba română ca să înțelegem și noi despre ce e vorba $:']"
zGNOqUCVLP8,"['Этот формат видео самый интересный. А про поездки не так интересно.', 'Chef Bayasaa is so primal and classy', 'Is there a better Mongolian? No', 'Короче в три дня один раз покушаешь', ""It's best cooking. Very interesting cooking"", 'Сонгйн нохоинд мүү шүү !', 'Love everything you do ….but don’t give the puppy onions please it’s not good for dogs menu !', 'super good eats', 'У КАЖДОГО НАРОДА СВОИ ОБЫЧАИ,СВОИ РИТУАЛЫ,ПРИЯТНО СМОТРЕТЬ ВАШИ РОЛИКИ! ВСЕГО ВАМ САМОГО ДОБРОГО,УДАЧИ!', ""Very yummy food and the preparation process for it is novel. Personally it's a travesty that I am not able to pat that beautiful puppy.""]"
VwbPkC1UYj8,"['Бұлар бастың тісін қақпай пісіріп жей береді екен ау', 'Gereesee hol mahsaj uheh gej baihad saihan 3gar 4n tolgoig 10aad minutand huschlaa haha', '🤢🤮', 'Коздин карашыгын алу керек', 'Жакты айыру керек, кой жеген тамактын калдыктары бар ауызында', 'These are rich in fats, not vitamins.', ""Don't you afraid of heart attack?"", 'Смех заразительный. 🤣🤣', 'Нирун  Баатрмуд', 'Hello Artger cast/crew. Greetings from the USA. Love your content. Is there a recipe for this? I want to try to make. Please and thank you']"
AS6BZ7Zex60,"['Хорошее видео, приятно смотреть.', 'I will try making this with beef, it is easier for me to get beef. Looks yummy 😋', 'I would like to try the dry meat alone.It would probably be good with dry hot peppers .', 'Love all of your videos, beautiful setting.', 'ЯМАР АЙМАР ШААЧВАА', 'Dashida is no good', 'Love from Pakistan.\nRespect to the mongols.', 'Hairan saihan natutal amt bolon amin demiig ni #solongosyn amtlagchaar amtlaad alaad hayachihlaa alaad hayachihlaa gej.', 'In my country they are called EMPANADAS', 'Классно конечно, но с компанией с близкими еще лучше👍😊']"
